ymd,open,high,low,close,volume,change_rate,trading_value,trading_value_institution,trading_value_other_corporation,trading_value_individual,trading_value_foreign,volume_institution,volume_other_corporation,volume_individual,volume_foreign,sma_5,ema_5,sma_20,ema_20,sma_60,ema_60,sma_120,ema_120,sma_240,ema_240,sma_480,ema_480,RSI,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,stoch_k,stoch_d,obv,mfi,fib_0,fib_23.6,fib_38.2,fib_50,fib_61.8,fib_100,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span,cci,vwap,atr,adx,pivot,r1,s1,r2,s2,avg_volume_5,avg_trading_value_5
2024-03-15,9450.0,9450.0,9300.0,9350.0,72206.0,-0.8483563096500532,675.1261,2930870,-285650790,288762620,-6042700,312,-30620,30938,-630,9482.0,9460.797443986641,9710.5,9645.382446674683,9907.833333333334,9787.579400420404,9810.333333333334,9794.161953741712,9706.583333333334,9659.352259254634,,,30.853210176907687,-116.24870206092783,-84.00313990336488,-32.245562157562944,10082.654537793105,9710.5,9338.345462206895,7.353896724381791,11.427728986331422,2606932.0,17.578627340563138,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9560.0,9665.0,9977.5,10030.0,8640.0,-162.2317596566534,9734.714781107396,155.09692023946147,23.701510386665877,9366.666666666666,9433.333333333332,9283.333333333332,9516.666666666666,9216.666666666666,58758.0,556.042696
2024-03-18,9350.0,9430.0,9340.0,9410.0,38776.0,0.6417112299465241,364.88216,-1914960,0,28435520,-26520560,-205,0,3032,-2827,9454.0,9443.86496265776,9681.5,9622.965070800903,9901.833333333334,9775.199747947603,9802.833333333334,9787.812169382345,9711.625,9657.282945899824,,,35.21257847980177,-120.36043116144901,-91.2745981549817,-29.08583300646731,10052.405648379747,9681.5,9310.594351620253,11.31750945992435,10.4215305355411,2645708.0,22.66821329243513,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9555.0,9665.0,9940.0,10030.0,8710.0,-125.14898688915358,9734.272823665544,150.44714022235706,25.167947046944192,9393.333333333334,9446.666666666668,9356.666666666668,9483.333333333334,9303.333333333334,60120.8,567.971708
2024-03-19,9420.0,9440.0,9320.0,9370.0,21294.0,-0.4250797024442083,199.52478,-428180,1923980,29391420,-30887220,-46,206,3133,-3293,9406.0,9419.243308438507,9650.0,9598.873159296056,9895.833333333334,9761.914510309976,9796.083333333334,9780.906183111563,9716.625,9654.898855062482,,,33.68776352165705,-125.40112568565746,-98.09990366111685,-27.301222024540607,10014.307562370039,9650.0,9285.692437629961,13.450292397660847,10.70723286065568,2624414.0,24.273777107802758,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9520.0,9665.0,9940.0,10030.0,8740.0,-111.7082533589263,9734.00075725743,148.2723444921887,26.633745679159738,9376.666666666666,9433.333333333332,9313.333333333332,9496.666666666666,9256.666666666666,55275.4,520.3853019999999
2024-03-20,9440.0,9590.0,9370.0,9510.0,79678.0,1.4941302027748131,757.73778,-17690360,-109964130,88938820,38715670,-1869,-11563,9324,4108,9414.0,9449.495538959005,9628.0,9590.409048886908,9891.666666666666,9753.655018168665,9790.916666666666,9776.428394960958,9721.958333333334,9653.696374937483,,,42.9924992908412,-116.75322395179683,-101.83056771925285,-14.922656232543972,9969.619671564738,9628.0,9286.380328435262,22.807017543859676,15.858273133814976,2704092.0,28.71555738889702,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9495.0,9665.0,9940.0,10030.0,8700.0,-42.69972451790687,9733.376495402767,153.39574845703237,26.181040014903278,9490.0,9610.0,9390.0,9710.0,9270.0,53605.8,505.211614
2024-03-21,9580.0,9600.0,9480.0,9540.0,28475.0,0.31545741324921134,271.6515,34885900,0,9843290,-44729190,3663,0,1032,-4695,9436.0,9479.663692639337,9608.0,9585.608187088155,9886.166666666666,9746.649935605757,9787.166666666666,9772.52048760623,9727.208333333334,9652.75283655626,,,44.7805520626641,-106.25411890160103,-102.71527795572248,-3.5388409458785475,9919.74348429438,9608.0,9296.25651570562,31.75888439046337,22.67206477732798,2732567.0,33.28966155525164,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9495.0,9665.0,9940.0,10030.0,8750.0,-5.360360360360642,9733.184091454423,151.01033785295863,25.65447486572632,9540.0,9600.0,9480.0,9660.0,9420.0,48085.8,453.784464
2024-03-22,9520.0,9580.0,9490.0,9540.0,26108.0,0.0,249.07032,2742900,0,22395300,-25138200,287,0,2349,-2636,9474.0,9499.775795092892,9591.5,9581.264550222617,9883.0,9739.874527880978,9785.0,9768.6771737615,9732.416666666666,9651.81712836907,,,44.7805520626641,-96.81745119672814,-101.53571260392361,4.71826140719547,9880.101801796178,9591.5,9302.898198203822,43.04993252361677,32.53861148597995,2732567.0,33.765247237771284,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9495.0,9665.0,9952.5,10030.0,8720.0,1.6291698991450496,9733.008017338847,146.65245657774727,25.16552151291915,9536.666666666666,9583.333333333332,9493.333333333332,9626.666666666666,9446.666666666666,38866.2,368.57330800000005
2024-03-25,9540.0,9610.0,9540.0,9560.0,65322.0,0.20964360587002098,624.47832,822290,212547480,-234169510,20799740,86,22233,-24478,2159,9504.0,9519.850530061927,9577.5,9579.23935496332,9877.0,9733.977002376683,9783.583333333334,9765.22796427784,9737.625,9651.055160498787,,,46.087963194611255,-86.7252762006392,-98.57362532326673,11.848349122627525,9842.74516960729,9577.5,9312.25483039271,47.76269482151838,40.85717057853285,2797889.0,36.14507661707291,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9470.0,9665.0,9952.5,10030.0,8700.0,41.394527802295045,9732.614388400452,141.1772811079082,24.36161937032571,9570.0,9600.0,9530.0,9640.0,9500.0,44175.4,420.49254
2024-03-26,9640.0,9640.0,9540.0,9540.0,46084.0,-0.20920502092050208,439.64136,-618520,0,13012690,-12394170,-65,0,1350,-1285,9538.0,9526.567020041284,9565.5,9575.50227353824,9870.0,9727.617100659414,9782.916666666666,9761.505188008785,9742.791666666666,9650.133540909585,,,44.94203466549287,-79.42542084814158,-94.7439844282417,15.318563580100118,9814.21469598719,9565.5,9316.78530401281,50.55989761872117,47.124174987952124,2751805.0,44.765213933399615,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9470.0,9665.0,9972.5,10030.0,8680.0,60.545575515636564,9732.305711828725,138.23604674305759,23.26924298076071,9573.333333333334,9606.666666666668,9506.666666666668,9673.333333333334,9473.333333333334,49133.4,468.515856
2024-03-27,9570.0,9590.0,9450.0,9460.0,52939.0,-0.8385744234800839,500.80294,31070,37950000,81232200,-119213270,3,4000,8554,-12557,9528.0,9504.378013360856,9556.0,9564.50205701079,9862.333333333334,9718.842769490253,9781.916666666666,9756.521631182193,9746.958333333334,9648.555669200792,,,40.594148842288554,-79.18279433723183,-91.63174641003972,12.448952072807899,9805.59166652755,9556.0,9306.40833347245,48.850495909319456,49.05769611651968,2698866.0,47.762429491806834,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9470.0,9665.0,9970.0,10030.0,8710.0,-3.7756202804754806,9731.805333511793,138.36204340426775,23.039241338002075,9500.0,9550.0,9410.0,9640.0,9360.0,43785.6,417.128888
2024-03-28,9530.0,9580.0,9460.0,9500.0,51552.0,0.42283298097251587,489.744,2420260,165904040,-49241240,-119083060,255,17439,-5134,-12560,9520.0,9502.918675573905,9541.0,9558.359003962143,9849.5,9711.66759672008,9779.416666666666,9752.281604220505,9750.458333333334,9647.322842070495,,,43.535555995551256,-74.89945112398527,-88.28528735282883,13.385836228843559,9764.866031366977,9541.0,9317.133968633023,48.95104895104897,49.45381415969654,2750418.0,55.21161698486765,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9480.0,9640.0,9947.5,10030.0,8770.0,13.266443701227965,9731.391278065876,137.0504688753915,22.825668384011912,9513.333333333334,9566.666666666668,9446.666666666668,9633.333333333334,9393.333333333334,48401.0,460.74738799999994
2024-03-29,9510.0,9510.0,9400.0,9400.0,39966.0,-1.0526315789473684,375.6804,-9242460,0,42320760,-33078300,-979,0,4479,-3500,9492.0,9468.612450382603,9525.0,9543.277194060987,9831.333333333334,9701.448986991554,9777.5,9746.458767787108,9753.666666666666,9645.270370352067,,,38.41464281468868,-78.66720842273571,-86.3616715668102,7.69446314407449,9741.00925906081,9525.0,9308.99074093919,39.31623931623934,45.70592805886926,2710452.0,50.10334266386147,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9480.0,9635.0,9910.0,10045.0,8670.0,-59.169423006247335,9730.933009223518,135.11829252714924,23.115022786748916,9436.666666666666,9473.333333333332,9363.333333333332,9546.666666666666,9326.666666666666,51172.6,486.069404
2024-04-01,9400.0,9510.0,9400.0,9500.0,42835.0,1.0638297872340425,406.9325,-22226940,113599250,-136431870,45059560,-2355,12002,-14431,4784,9480.0,9479.074966921735,9513.0,9539.15555653137,9813.833333333334,9694.84410217216,9775.583333333334,9742.385069146,9757.375,9644.06480711263,,,45.33880346056115,-72.74545464343464,-83.63842818213509,10.892973538700446,9705.260240299443,9513.0,9320.739759700557,45.248868778280574,44.5053856818563,2753287.0,49.86514920433299,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9505.0,9605.0,9895.0,10135.0,8640.0,-13.137494900041624,9730.591242202674,133.32412877521,23.383709017861854,9470.0,9540.0,9430.0,9580.0,9360.0,46675.2,442.56023999999996
2024-04-02,9500.0,9510.0,9340.0,9350.0,77100.0,-1.5789473684210527,720.885,-22289380,216972000,-52557040,-142125580,-2373,23100,-5588,-15139,9442.0,9436.049977947823,9494.5,9521.14074162362,9794.666666666666,9683.537738166515,9769.666666666666,9735.899365523752,9760.875,9641.624435269372,,,38.37001091938385,-79.24270789733237,-82.75928412517455,3.5165762278421795,9674.330475726447,9494.5,9314.669524273553,33.0568124685772,39.20730685436572,2676187.0,50.71464772460757,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9490.0,9585.0,9875.0,10155.0,8560.0,-82.25806451612921,9729.580121029581,135.94383386269502,24.103875015271573,9400.0,9460.0,9290.0,9570.0,9230.0,52878.4,498.808968
2024-04-03,9350.0,9360.0,9210.0,9240.0,64634.0,-1.1764705882352942,597.21816,631240,93647640,131751220,-226030100,68,10114,14267,-24449,9398.0,9370.699985298548,9470.5,9494.36543289756,9774.166666666666,9668.995517243022,9762.916666666666,9727.702681796087,9763.375,9638.291452404066,,,34.21655272355815,-92.20502645355191,-84.64843259085002,-7.556593862701888,9651.660150143458,9470.5,9289.339849856542,26.835385316917495,35.0470221879251,2611553.0,50.19059560147339,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9425.0,9540.0,9875.0,10155.0,8620.0,-171.87307455329585,9728.492171676218,136.94784572964537,25.598261297988362,9270.0,9330.0,9180.0,9420.0,9120.0,55217.4,518.092012
2024-04-04,9320.0,9330.0,9140.0,9180.0,65747.0,-0.6493506493506493,603.55746,-119552710,121294570,194479350,-196221210,-13056,13202,21215,-21361,9334.0,9307.133323532365,9452.0,9464.425867859698,9750.5,9652.962877333415,9755.5,9718.649744906896,9765.458333333334,9634.488203836398,,,32.17093333985466,-106.09624439413892,-88.9379949515078,-17.158249442631117,9668.942388665748,9452.0,9235.057611334252,9.894208846329258,23.262135543941326,2545806.0,50.72461608192699,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9390.0,9505.0,9850.0,10155.0,8680.0,-180.45430533544584,9727.255114880269,140.73728532038498,27.345302052771512,9216.666666666666,9293.333333333332,9103.333333333332,9406.666666666666,9026.666666666666,58056.4,540.854704
2024-04-05,9120.0,9190.0,9040.0,9040.0,60060.0,-1.5250544662309369,542.9424,13797390,17233000,-6885120,-24145270,1512,1900,-769,-2643,9262.0,9218.08888235491,9427.5,9424.004356634965,9724.333333333334,9632.865733814288,9747.083333333334,9707.43239375141,9767.0,9629.554691771365,,,27.96918650900385,-126.93869441147399,-96.53813484350104,-30.400559567972948,9705.69956865531,9427.5,9149.30043134469,4.992248062015533,13.907280741754105,2485746.0,44.00751855608555,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9340.0,9455.0,9827.5,10155.0,8630.0,-200.93183429555125,9725.842080525057,141.39890779750036,29.407866746605983,9090.0,9140.0,8990.0,9240.0,8940.0,62075.2,574.3071040000001
2024-04-08,9040.0,9100.0,8930.0,8930.0,71101.0,-1.2168141592920354,634.93193,4642070,-19376540,102436740,-87702270,522,-2135,11361,-9748,9148.0,9122.059254903274,9396.5,9376.95632266973,9696.166666666666,9609.820955656442,9738.0,9694.582271540641,9767.666666666666,9623.749258644631,,,25.18581277936585,-150.59658323518306,-107.34982452183745,-43.24675871334561,9742.983765853467,9396.5,9050.016234146533,2.666666666666696,5.851041191670505,2414645.0,41.33510543116486,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9260.0,9375.0,9812.5,10155.0,8580.0,-186.19420156465517,9723.90968412029,143.44184295482177,31.722001906570423,8986.666666666666,9043.333333333332,8873.333333333332,9156.666666666666,8816.666666666666,67728.4,619.9069900000001
2024-04-09,9040.0,9040.0,8930.0,8940.0,54750.0,0.11198208286674133,489.465,1821450,1818910,59808420,-63448780,204,203,6662,-7069,9066.0,9061.372836602182,9363.0,9335.341434796423,9670.166666666666,9587.859612848033,9731.166666666666,9682.1098373003,9768.666666666666,9618.074990938037,,,25.90767927498573,-166.61804504025167,-119.20346862552029,-47.414576414731386,9747.868808816718,9363.0,8978.131191183282,0.4694835680751464,2.7094660989191346,2469395.0,32.05695989825574,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9255.0,9375.0,9812.5,10155.0,8510.0,-143.21539416511368,9722.446723914481,141.05313988662022,33.87084169796598,8970.0,9010.0,8900.0,9080.0,8860.0,63258.4,573.6229900000001
2024-04-11,8930.0,8950.0,8750.0,8820.0,49707.0,-1.342281879194631,438.41574,9230010,-67067560,197770650,-139933100,1048,-7599,22422,-15871,8982.0,8980.915224401455,9330.5,9286.261298149144,9643.166666666666,9562.683887836622,9723.666666666666,9667.860087923436,9769.666666666666,9611.451961967598,,,23.035353274625933,-186.84434081299514,-132.73164306301527,-54.11269774997987,9778.360469342852,9330.5,8882.639530657148,3.091206414517094,2.0757855497529882,2419688.0,27.49702989882779,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9130.0,9280.0,9795.0,10155.0,8440.0,-146.86971235194576,9720.920260968533,145.26362989471878,36.39792284073258,8840.0,8930.0,8730.0,9040.0,8640.0,60273.0,541.862506
2024-04-12,8900.0,8900.0,8800.0,8800.0,36895.0,-0.22675736961451248,324.676,6419310,-20067450,58940240,-45292100,727,-2274,6676,-5129,8906.0,8920.61014960097,9299.0,9239.950698325416,9618.5,9537.677858727224,9716.25,9653.515293081728,9770.625,9604.717920789442,,,22.58590862251864,-202.15731509861507,-146.61677747013522,-55.54053762847985,9799.915162477639,9299.0,8798.084837522361,4.963865590547056,2.8415185243797745,2382793.0,27.203816111307304,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9130.0,9245.0,9792.5,10155.0,8410.0,-122.30306558013163,9719.765500862857,142.03051347366744,38.74449818758728,8833.333333333334,8866.666666666668,8766.666666666668,8933.333333333334,8733.333333333334,54502.6,486.08621400000004
2024-04-15,8700.0,8750.0,8570.0,8590.0,67692.0,-2.3863636363636367,581.47428,6786720,19015030,103094690,-128896440,786,2213,11984,-14983,8816.0,8810.406766400647,9261.0,9178.050631818234,9591.833333333334,9506.606453523053,9707.583333333334,9635.936527906822,9771.041666666666,9596.297025181231,,,18.50355595228655,-228.60300930987069,-163.01402383808232,-65.58898547178836,9848.499787234005,9261.0,8673.500212765995,5.1174349819734966,4.390835662345892,2315101.0,18.642523148432698,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9040.0,9130.0,9755.0,10150.0,8390.0,-143.58503758084217,9717.172337382815,148.31404822554833,41.41568965653996,8636.666666666666,8703.333333333332,8523.333333333332,8816.666666666666,8456.666666666666,56029.0,493.79259
2024-04-16,8580.0,8580.0,8340.0,8400.0,82191.0,-2.211874272409779,690.4044,7203930,-111059160,178079710,-74224480,859,-13189,21143,-8813,8710.0,8673.604510933765,9210.5,9103.95057164507,9566.833333333334,9470.324274719018,9698.666666666666,9615.507824966215,9770.833333333334,9586.36924903865,,,15.732801681464636,-261.8741029590328,-182.78603966227243,-79.0880632967604,9902.438581089391,9210.5,8518.561418910609,4.095712135531549,4.725670902684043,2232910.0,12.067320097912612,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,8850.0,9015.0,9720.0,10125.0,8400.0,-156.9963978941534,9713.511651737143,155.577330495152,44.22741376531045,8440.0,8540.0,8300.0,8680.0,8200.0,58247.0,504.88708399999996
2024-04-17,8400.0,8490.0,8360.0,8360.0,40378.0,-0.4761904761904762,337.56008,10810950,51018890,-80207580,18377740,1281,6102,-9590,2207,8594.0,8569.069673955843,9160.0,9033.0981362503,9542.5,9433.920200138067,9689.416666666666,9594.755629512229,9770.791666666666,9576.191910872354,,,15.216218085032448,-288.1477620521473,-203.8583841402474,-84.28937791189989,9939.846138670957,9160.0,8380.153861329043,2.760687368103737,3.9912781618696034,2192532.0,12.339191194925242,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,8835.0,9015.0,9720.0,10125.0,8400.0,-137.79160186625165,9711.666169716926,153.75037831692686,46.838300437740195,8403.333333333334,8446.666666666668,8316.666666666668,8533.333333333334,8273.333333333334,55372.6,474.50610000000006
2024-04-18,8400.0,8620.0,8390.0,8540.0,31784.0,2.15311004784689,271.43536,-25867470,30057020,-87406600,83217050,-3036,3507,-10233,9762,8538.0,8559.379782637228,9111.5,8986.136408988368,9519.5,9404.611341117146,9681.166666666666,9577.32165216492,9771.541666666666,9567.592807877563,,,26.855204711839182,-291.0898281558457,-221.30467294336705,-69.78515521247863,9918.426886402975,9111.5,8304.573113597025,7.835640106607877,4.8973465367477305,2224316.0,9.603958178703696,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,8765.0,8990.0,9720.0,10125.0,8330.0,-98.68972746331255,9710.409996323928,161.33963700857495,47.80302948588611,8516.666666666666,8643.333333333332,8413.333333333332,8746.666666666666,8286.666666666666,51788.0,441.11002399999995
2024-04-19,8570.0,8600.0,8340.0,8470.0,39229.0,-0.819672131147541,332.26963,3561320,-84753220,113351420,-32159520,412,-10068,13428,-3772,8472.0,8529.586521758152,9058.0,8936.980560513286,9496.333333333334,9373.968346326421,9672.0,9559.018814939052,9771.708333333334,9558.48415387028,,,25.395168265118745,-295.66164828659566,-236.17606801201276,-59.4855802745829,9885.806740731192,9058.0,8230.193259268808,9.939343810311582,6.845223761674408,2185087.0,9.66555056100723,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,8720.0,8990.0,9690.0,10095.0,8250.0,-93.2499348449307,9708.770783513712,168.38680579367676,48.82554027069492,8470.0,8600.0,8340.0,8730.0,8210.0,52254.8,442.62875
2024-04-22,8500.0,8730.0,8500.0,8700.0,45578.0,2.715466351829988,396.5286,-2104230,-102689640,55722670,49071200,-243,-11921,6455,5709,8494.0,8586.391014505434,9016.0,8914.410983321544,9475.166666666666,9351.871023496047,9666.833333333334,9544.820156840886,9772.833333333334,9551.35980404563,,,37.431762741378144,-277.52661678462937,-244.4461777665361,-33.08043901809327,9826.787271730384,9016.0,8205.212728269616,19.658119658119688,12.477701191679722,2230665.0,9.51423402064616,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,8690.0,8990.0,9662.5,10080.0,8280.0,-47.17145343777174,9707.224303524468,174.93060537984272,48.48620579156641,8643.333333333334,8786.666666666668,8556.666666666668,8873.333333333334,8413.333333333334,47832.0,405.63961400000005
2024-04-23,8740.0,8750.0,8610.0,8640.0,47912.0,-0.6896551724137931,413.95968,17806900,-86734580,185257230,-116329550,2054,-10004,21397,-13447,8542.0,8604.260676336957,8970.0,8888.276603957587,9454.5,9328.5309899388,9659.5,9529.864451769135,9773.916666666666,9543.796652144838,,,35.80870708638442,-264.9418870690206,-248.545319627033,-16.3965674419876,9756.129760281341,8970.0,8183.870239718658,23.76403552874144,17.78716633239091,2182753.0,16.174934791380995,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,8645.0,8990.0,9612.5,10030.0,8370.0,-32.06997084548112,9705.507197022065,172.43556213842538,47.984780285320504,8666.666666666666,8723.333333333332,8583.333333333332,8806.666666666666,8526.666666666666,40976.2,350.35067
2024-04-24,8690.0,8730.0,8640.0,8710.0,18221.0,0.8101851851851851,158.70491,4050380,-13034000,-10960480,19944100,464,-1499,-1258,2293,8612.0,8639.50711755797,8928.5,8871.297879771151,9436.5,9308.251285350641,9651.416666666666,9516.312973227497,9775.083333333334,9536.87717785318,,,39.12507746389504,-246.47872974688835,-248.13200165100406,1.6532719041157122,9676.59825557877,8928.5,8180.4017444212295,32.51824428295019,25.313466489937113,2200974.0,19.858583710522158,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,8620.0,8990.0,9610.0,10030.0,8340.0,-15.801354401805867,9704.898434116134,166.54730769996644,47.51917088666359,8693.333333333334,8746.666666666668,8656.666666666668,8783.333333333334,8603.333333333334,36544.8,314.57963600000005
2024-04-25,8740.0,8770.0,8660.0,8740.0,17158.0,0.3444316877152698,149.96092,11210,-8730,-9884990,9882510,1,-1,-1142,1142,8652.0,8673.004745038646,8892.5,8858.793319792947,9419.0,9289.620095667015,9643.5,9503.481353835308,9776.208333333334,9530.264089240289,,,40.54282554732124,-226.8112562922597,-243.86785257925519,17.05659628699547,9603.18628803432,8892.5,8181.81371196568,37.94810853634386,31.410129449345174,2218132.0,24.016405734374903,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,8555.0,8990.0,9592.5,10030.0,8300.0,5.95190647004125,9704.343131366079,162.50821429282595,46.6795530853008,8723.333333333334,8786.666666666668,8676.666666666668,8833.333333333334,8613.333333333334,33619.6,290.28474800000004
2024-04-26,8800.0,8810.0,8650.0,8700.0,29465.0,-0.4576659038901602,256.3455,1785870,-590540,82951240,-84146570,205,-62,9518,-9661,8698.0,8682.003163359097,8852.5,8843.670146479333,9401.333333333334,9270.288289251703,9636.833333333334,9490.200670300841,9776.625,9523.373930823356,,,39.230890793850314,-212.00840664783937,-237.49596339297202,25.48755674513265,9509.97623531197,8852.5,8195.02376468803,43.933660651926935,38.133337823740334,2188667.0,25.28066298659114,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,8575.0,8990.0,9580.0,10030.0,8140.0,17.978782802902817,9703.351520863565,162.32905612905265,45.49650075654326,8720.0,8790.0,8630.0,8880.0,8560.0,31666.8,275.099922
2024-04-29,8710.0,8850.0,8670.0,8750.0,24527.0,0.5747126436781609,214.61125,-1570750,33553780,36821400,-68804430,-179,3806,4257,-7884,8708.0,8704.66877557273,8820.0,8834.749180147968,9383.333333333334,9253.22965681722,9629.916666666666,9477.965948477686,9777.333333333334,9516.95588990366,,,41.76752681824827,-194.00607821818994,-228.7979863580156,34.791908139825665,9428.44062980705,8820.0,8211.55937019295,50.999557717824,44.29377563536494,2213194.0,31.63700827046924,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,8595.0,8990.0,9580.0,10030.0,8100.0,48.40626688276566,9702.568644337118,163.59126640554888,43.999438992171356,8756.666666666666,8843.333333333332,8663.333333333332,8936.666666666666,8576.666666666666,27456.6,238.71645199999998
2024-04-30,8750.0,8800.0,8710.0,8720.0,17478.0,-0.34285714285714286,152.40816,-11011260,-17501240,34983930,-6471430,-1259,-1999,3999,-741,8724.0,8709.779183715154,8781.0,8823.820686800542,9367.833333333334,9235.746717249443,9621.75,9465.437585692931,9777.791666666666,9510.342148078733,,,40.67056521230922,-180.0839567622752,-219.05518043886752,38.97122367659233,9304.10228445305,8781.0,8257.89771554695,56.07831053042445,50.33717630005847,2195716.0,33.90080118438656,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,8595.0,8990.0,9580.0,10025.0,8080.0,56.102003642986986,9701.994003683276,158.3347473765811,42.60931021096887,8743.333333333334,8776.666666666668,8686.666666666668,8833.333333333334,8653.333333333334,21369.8,186.406148
2024-05-02,8750.0,8780.0,8670.0,8700.0,29311.0,-0.22935779816513763,255.0057,-14020790,-45819990,33556510,26284270,-1606,-5256,3841,3021,8722.0,8706.519455810103,8748.5,8812.028240438585,9350.5,9218.181251110118,9612.583333333334,9452.785724772386,9778.208333333334,9503.617316974345,,,39.91787970043574,-168.71951451889618,-208.98804725487327,40.26853273597709,9202.3402802749,8748.5,8294.6597197251,61.71740827478535,56.26509217434461,2166405.0,35.272981106316756,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,8595.0,8990.0,9567.5,10025.0,8140.0,48.55753646677419,9701.012229222619,154.88226542111101,41.57382405024494,8716.666666666666,8763.333333333332,8653.333333333332,8826.666666666666,8606.666666666666,23587.8,205.666306
2024-05-03,8770.0,8800.0,8660.0,8680.0,26024.0,-0.22988505747126436,225.88832,5095580,-23922230,10246390,8580260,587,-2751,1178,986,8710.0,8697.679637206735,8720.5,8799.454122301577,9332.666666666666,9200.535964188475,9603.666666666666,9440.012407007553,9778.958333333334,9496.78231849323,,,39.13784320754703,-159.48846131375467,-199.08813006664954,39.59966875289487,9114.78289336465,8720.5,8326.21710663535,64.41582097319805,60.73717992613596,2140381.0,36.05984415048879,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,8675.0,8965.0,9567.5,10005.0,8180.0,54.704944178628246,9700.12478039494,153.8192464624602,40.384682184028385,8713.333333333334,8766.666666666668,8626.666666666668,8853.333333333334,8573.333333333334,25361.0,220.851786
2024-05-07,8710.0,8850.0,8630.0,8710.0,38599.0,0.3456221198156682,336.19729,-13172120,-34594110,69662800,-21896570,-1519,-3997,8041,-2525,8712.0,8701.78642480449,8697.0,8790.93468208238,9316.333333333334,9184.45281782164,9594.583333333334,9427.946086230568,9780.0,9490.253004646813,,,41.000245938209964,-148.04545995572335,-188.8795960444643,40.83413608874096,9030.232651461407,8697.0,8363.767348538593,67.83380018674139,64.6556764782416,2178980.0,46.21661380211851,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,8730.0,8960.0,9567.5,9985.0,8300.0,59.13978494623627,9698.849972380924,158.54644314371305,38.7204088877943,8730.0,8830.0,8610.0,8950.0,8510.0,27187.8,236.82214400000004
2024-05-08,8710.0,8790.0,8710.0,8770.0,39157.0,0.6888633754305395,343.40689,2256630,-79826350,-22114950,99684670,258,-9146,-2500,11388,8716.0,8724.524283202993,8683.5,8788.940902836439,9300.5,9170.864200843882,9587.0,9417.070944309402,9781.333333333334,9484.275801288748,,,44.648383837146746,-132.6066929663175,-177.62501542883496,45.01832246251746,8979.896693638779,8683.5,8387.103306361221,74.50980392156866,68.9198083605027,2218137.0,59.34700218509321,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,8740.0,8925.0,9560.0,9940.0,8230.0,73.16692667706639,9697.638351057385,152.93598291916211,37.17501225557693,8756.666666666666,8803.333333333332,8723.333333333332,8836.666666666666,8676.666666666666,30113.8,262.581272
2024-05-09,8780.0,8830.0,8660.0,8670.0,36197.0,-1.1402508551881414,313.82799,7801940,-8729570,130047800,-129120170,889,-1001,14935,-14823,8706.0,8706.349522135328,8670.5,8777.613197804398,9283.333333333334,9154.442423767034,9579.25,9404.722664238172,9781.083333333334,9477.51832575938,,,40.18819747426642,-126.97681349636878,-167.49537504234172,40.51856154597294,8944.468976345863,8670.5,8396.531023654137,73.85620915032682,72.06660441954563,2181940.0,59.71452686174885,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,8740.0,8925.0,9557.5,9865.0,8140.0,38.846572361261565,9696.400690821922,154.1548412820791,36.14186368733519,8720.0,8780.0,8610.0,8890.0,8550.0,33857.6,294.865238
