ymd,open,high,low,close,volume,change_rate,trading_value,trading_value_institution,trading_value_other_corporation,trading_value_individual,trading_value_foreign,volume_institution,volume_other_corporation,volume_individual,volume_foreign,sma_5,ema_5,sma_20,ema_20,sma_60,ema_60,sma_120,ema_120,sma_240,ema_240,sma_480,ema_480,RSI,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,stoch_k,stoch_d,obv,mfi,fib_0,fib_23.6,fib_38.2,fib_50,fib_61.8,fib_100,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span,cci,vwap,atr,adx,pivot,r1,s1,r2,s2,avg_volume_5,avg_trading_value_5
2023-05-26,10050.0,10150.0,9850.0,9850.0,196257.0,-1.8924302788844622,1933.13145,1024220,-25728750,-27649660,52354190,115,-2593,-2860,5338,9736.0,9702.33335010272,8891.0,9086.322853483194,8666.0,8893.626428957072,,,,,,,76.07598283772757,329.1125923923264,181.45741376816505,147.65517862416135,9960.446585856442,8891.0,7821.553414143558,87.99811974851634,89.50354155999314,1658020.0,85.69755410539443,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9375.0,9215.0,8557.5,8830.0,10370.0,128.38899330152776,9081.162362241947,272.3452258394452,43.80161488844883,9950.0,10050.0,9750.0,10250.0,9650.0,342233.8,3340.600222
2023-05-30,9960.0,10040.0,9640.0,9700.0,201361.0,-1.5228426395939088,1953.2017,-184925990,-50273000,-112728420,347927410,-19003,-5200,-11637,35840,9820.0,9701.555566735145,8954.5,9144.768296008604,8677.666666666666,8920.064906696185,,,,,,,69.82312352122754,335.2445654773692,212.21484411000588,123.0297213673633,10057.214378250324,8954.5,7851.785621749676,82.695810564663,87.30242669957103,1456659.0,78.49392556349508,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9425.0,9215.0,8557.5,8830.0,10300.0,88.1586657651569,9094.644643150044,281.46342399377056,44.722551924887746,9793.333333333334,9946.666666666668,9546.666666666668,10193.333333333334,9393.333333333334,328542.2,3230.456498
2023-05-31,9610.0,9740.0,9500.0,9600.0,155397.0,-1.0309278350515463,1491.8112,-213166920,-23910130,-19344750,256421800,-22250,-2500,-1993,26743,9786.0,9667.703711156764,9015.5,9188.123696388737,8687.333333333334,8942.357860574999,,,,,,,65.93245901016056,328.2511590285867,235.42210709372205,92.82905193486465,10119.320184631537,9015.5,7911.679815368463,74.68123861566481,81.79172297628138,1301262.0,74.68205568278441,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9470.0,9215.0,8557.5,8830.0,10100.0,55.04208353184079,9103.000857320922,278.5017508513584,44.78658353894968,9613.333333333334,9726.666666666668,9486.666666666668,9853.333333333334,9373.333333333334,231316.8,2275.280842
2023-06-01,9610.0,10080.0,9600.0,10080.0,239297.0,5.0,2412.11376,244326590,-122528390,-307551600,185753400,24460,-12349,-31129,19018,9854.0,9805.135807437842,9098.0,9273.064296732666,8705.833333333334,8979.657602851228,,,,,,,73.55083492693653,357.3218387735178,259.8020534296812,97.51978534383659,10259.578236710726,9098.0,7936.421763289274,78.87067395264114,78.74924104432297,1540559.0,78.05505661448814,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9580.0,9215.0,8552.5,8825.0,9840.0,83.82329317269087,9127.26034114966,292.8944829334042,45.452085706333854,9920.0,10240.0,9760.0,10400.0,9440.0,238127.6,2357.89023
2023-06-02,10160.0,10190.0,10040.0,10070.0,169536.0,-0.0992063492063492,1707.22752,8138890,-52752550,286183070,-241569410,806,-5229,28314,-23891,9860.0,9893.423871625228,9178.0,9348.962935139078,8722.0,9015.406533905287,,,,,,,73.1836548134062,375.22824781842246,282.88729230742945,92.34095551099301,10375.390496037111,9178.0,7980.609503962889,85.43993030807,79.66394762545865,1371023.0,80.4673853305093,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9650.0,9220.0,8540.0,8800.0,9930.0,96.10402026865539,9143.55818676878,282.68773415244675,46.23907465296683,10100.0,10160.0,10010.0,10250.0,9950.0,192369.6,1899.4971260000002
2023-06-05,10130.0,10200.0,9870.0,10110.0,177016.0,0.3972194637537239,1789.63176,355389670,-29199420,-224834440,-101355810,35015,-2869,-22219,-9927,9912.0,9965.615914416818,9253.5,9421.442655602023,8739.333333333334,9051.294844269049,,,,,,,73.7481956700941,388.1722634767557,303.9442865412947,84.22797693546102,10485.510957743478,9253.5,8021.489042256522,94.1641025342034,86.15823559830483,1548039.0,76.58386437850062,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9680.0,9230.0,8515.0,8795.0,10000.0,84.38784118431435,9160.693632540142,286.06718171298627,46.08659819295283,10060.0,10250.0,9920.0,10390.0,9730.0,188521.4,1870.797188
2023-06-07,10120.0,10170.0,9940.0,10010.0,141026.0,-0.9891196834817012,1411.67026,-200506620,-70200000,344308750,-73602130,-20040,-7000,34374,-7334,9974.0,9980.410609611212,9325.0,9477.495736020877,8756.333333333334,9082.727800194654,,,,,,,69.79244512640757,385.9127627705875,320.33798178715324,65.57478098343427,10558.345044989439,9325.0,8091.654955010561,91.84616260777746,90.48339848335026,1407013.0,71.95850112456705,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9850.0,9255.0,8665.0,8795.0,10000.0,76.87269490016519,9172.523476121301,282.06238301920155,45.945012908654114,10040.0,10140.0,9910.0,10270.0,9810.0,176454.4,1762.4909
2023-06-08,9960.0,10310.0,9910.0,10250.0,289417.0,2.3976023976023977,2966.52425,351774980,-25585230,-183637910,-142551840,34394,-2501,-18413,-13480,10104.0,10070.273739740807,9407.0,9551.067570685556,8781.166666666666,9120.999019860403,,,,,,,73.47038310017045,398.8899315874587,336.04837174721433,62.84155984024437,10657.24957508491,9407.0,8156.75042491509,92.72975307061056,92.91333940419712,1696430.0,74.01826794054477,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9905.0,9310.0,8665.0,8795.0,10080.0,92.91943828529165,9202.467286648685,290.48649851783,46.09374693257286,10156.666666666666,10403.333333333332,10003.333333333332,10556.666666666666,9756.666666666666,203258.4,2057.43351
2023-06-09,10260.0,10350.0,10100.0,10230.0,124826.0,-0.1951219512195122,1276.96998,246726500,-55431800,7925560,-199220260,23937,-5380,824,-19381,10134.0,10123.515826493871,9488.5,9615.727802048837,8807.666666666666,9157.359707733833,,,,,,,72.67626541602468,402.91603329198733,349.42190405616896,53.49412923581838,10730.180715804188,9488.5,8246.819284195812,91.65053583895947,92.0754838391158,1571604.0,73.37408857366279,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9925.0,9330.0,8665.0,8745.0,10280.0,102.2176731490956,9214.637588446492,287.5946057665564,46.31032885627502,10226.666666666666,10353.333333333332,10103.333333333332,10476.666666666666,9976.666666666666,180364.2,1830.404754
2023-06-12,10270.0,10400.0,10120.0,10360.0,214456.0,1.270772238514174,2221.76416,226419060,-95559300,-231507270,100647510,21969,-9235,-22763,10029,10192.0,10202.343884329248,9581.5,9686.610868520376,8840.833333333334,9196.790536988461,,,,,,,74.59818557426757,411.84912114263534,361.9073474734622,49.94177366917313,10791.314448582922,9581.5,8371.685551417078,94.7563776588916,93.04555552282052,1786060.0,74.4739086458874,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,9950.0,9375.0,8665.0,8745.0,10000.0,116.84676340434325,9237.479534716982,287.05213392608806,46.61198186264109,10293.333333333334,10466.666666666668,10186.666666666668,10573.333333333334,10013.333333333334,189348.2,1933.312082
2023-06-13,10400.0,10630.0,10340.0,10550.0,183365.0,1.833976833976834,1934.50075,523184110,-8040150,-235946020,-279197940,49607,-765,-22502,-26340,10280.0,10318.229256219498,9686.0,9768.83840485177,8876.333333333334,9241.15806036589,,,,,,,77.13012865013366,429.311237023996,375.388125383569,53.92311164042701,10850.48100027437,9686.0,8521.51899972563,94.23264128262065,93.54651826015721,1969425.0,74.03105221675801,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,10065.0,9490.0,8682.5,8715.0,10230.0,168.47058823529406,9259.485045927428,287.2626957885103,47.31799746827351,10506.666666666666,10673.333333333332,10383.333333333332,10796.666666666666,10216.666666666666,190618.0,1962.2858800000001
2023-06-14,10560.0,10620.0,10320.0,10450.0,122135.0,-0.9478672985781991,1276.31075,295005110,0,-82616750,-212388360,28067,0,-7836,-20231,10368.0,10362.152837479665,9786.0,9833.71093772303,8911.666666666666,9280.792222321106,,,,,,,73.00558084521083,430.1227382185207,386.33504795055933,43.78769026796135,10847.70429028049,9786.0,8724.29570971951,91.84261479854338,93.61054458001853,1847290.0,65.02710157085681,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,10115.0,9490.0,8697.5,8715.0,10160.0,134.43396226415098,9272.633082420536,288.17250323218815,47.84881017031646,10463.333333333334,10606.666666666668,10306.666666666668,10763.333333333334,10163.333333333334,186839.8,1935.2139780000002
2023-06-15,10520.0,10660.0,10370.0,10550.0,220859.0,0.9569377990430622,2330.06245,318533680,0,-324812900,6279220,30305,0,-30936,631,10428.0,10424.768558319776,9877.0,9901.92894365417,8947.0,9322.40559208107,,,,,,,74.47550244293078,433.8340541034795,395.83484918114334,37.99920492233616,10870.883292947416,9877.0,8883.116707052584,89.71528698957964,91.9301810235812,2068149.0,65.43444393074716,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,10265.0,9505.0,8697.5,8715.0,10250.0,129.51310861423212,9297.643954058107,288.3030387156033,48.41758977347403,10526.666666666666,10683.333333333332,10393.333333333332,10816.666666666666,10236.666666666666,173128.2,1807.9216180000003
2023-06-16,10560.0,10860.0,10560.0,10630.0,127793.0,0.7582938388625593,1358.43959,-35145100,1076000,112529710,-78460610,-3287,100,10540,-7353,10508.0,10493.17903887985,9969.0,9971.269044258534,8983.166666666666,9365.27753988169,,,,,,,75.6192795233819,438.1795687813974,404.3037931011942,33.87577568020322,10880.611759467813,9969.0,9057.388240532187,85.89209104453498,89.14999761088598,2195942.0,61.9777463843802,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,10365.0,9605.0,8710.0,8640.0,10130.0,141.8300653594769,9312.569588871705,289.8528216644888,49.29996641694062,10683.333333333334,10806.666666666668,10506.666666666668,10983.333333333334,10383.333333333334,173721.6,1824.2155400000004
2023-06-19,10640.0,10850.0,10450.0,10740.0,125687.0,1.03480714957667,1349.87838,392534190,-409640,-350808840,-41315710,36452,-38,-32679,-3735,10584.0,10575.452692586567,10055.0,10044.481516233911,9019.666666666666,9410.350407426553,,,,,,,77.13638726585768,445.3656037138826,412.51615522373186,32.849448490150735,10915.360389604264,10055.0,9194.639610395736,88.26064908722107,87.95600904044521,2321629.0,63.46667213505596,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,10385.0,9605.0,8712.5,8640.0,9790.0,116.44123835287024,9328.125374242605,297.72047725988244,49.403542199374655,10680.0,10910.0,10510.0,11080.0,10280.0,155967.8,1649.8383840000001
2023-06-20,10720.0,10850.0,10660.0,10760.0,77675.0,0.186219739292365,835.783,242364510,0,-142899960,-99464550,22491,0,-13239,-9252,10626.0,10636.968461724378,10138.5,10112.626133735443,9059.0,9454.601213740436,,,,,,,77.41160552707974,447.51573816282325,419.51607181155015,27.999666351273106,10929.379889743064,10138.5,9347.620110256936,88.9705882352941,87.70777612235003,2399304.0,69.88046584131432,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,10385.0,9605.0,8620.0,8640.0,9280.0,115.40714704159281,9337.704321663421,290.02615745560513,49.499719711634825,10756.666666666666,10853.333333333332,10663.333333333332,10946.666666666666,10566.666666666666,134829.8,1430.094834
2023-06-21,10800.0,10840.0,10600.0,10750.0,136106.0,-0.09293680297397769,1463.1395,333831570,0,-227538740,-106292830,30983,0,-21136,-9847,10686.0,10674.645641149586,10212.0,10173.328406713019,9100.333333333334,9497.073305093209,,,,,,,76.9130801359176,443.3027011850645,424.273397686253,19.029303498811487,10940.878590713159,10212.0,9483.121409286841,91.69779022720199,89.64300918323903,2263198.0,69.97694573466588,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,10480.0,9605.0,8620.0,8620.0,9870.0,95.33646322378718,9354.067707067505,286.4528604944905,49.18055876008355,10730.0,10860.0,10620.0,10970.0,10490.0,137624.0,1467.460584
2023-06-22,10740.0,11110.0,10690.0,11070.0,203622.0,2.9767441860465116,2254.09554,346632370,3002520,-457060130,107425240,31474,271,-41801,10056,10790.0,10806.430427433057,10277.0,10258.72570131178,9148.166666666666,9548.644672139333,,,,,,,81.10618345674624,460.4770716305811,431.51413247511863,28.962939155462493,11066.001901138394,10277.0,9487.998098861606,93.5636978805859,91.41069211436064,2466820.0,69.79901404448438,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,10615.0,9840.0,8620.0,8620.0,9800.0,135.69828899041477,9383.304626500028,295.9919418877412,49.49390281759397,10956.666666666666,11223.333333333332,10803.333333333332,11376.666666666666,10536.666666666666,134176.6,1452.267202
2023-06-23,11090.0,11120.0,10800.0,10890.0,120759.0,-1.6260162601626018,1315.06551,-15094970,-1111820,398695990,-382489200,-1371,-101,36526,-35054,10842.0,10834.286951622038,10334.5,10318.84706309161,9193.5,9592.623535347879,,,,,,,73.06723153909786,454.32619865620654,436.0765457113362,18.24965294487032,11126.193753922564,10334.5,9542.806246077436,89.88134493940943,91.71427768239909,2346061.0,63.728650717825666,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,10720.0,9895.0,8637.5,8620.0,9960.0,115.00044911524309,9398.377127001084,297.70680318147396,49.80528113125917,10936.666666666666,11073.333333333332,10753.333333333332,11256.666666666666,10616.666666666666,132769.8,1443.5923859999998
2023-06-26,10830.0,10970.0,10730.0,10890.0,124535.0,0.0,1356.18615,-66226600,32630000,42553170,-8956570,-6081,3000,3956,-875,10872.0,10852.857967748025,10377.0,10373.242580892409,9237.833333333334,9635.160468615162,,,,,,,73.06723153909786,444.3296320961563,437.7271629883002,6.602469107856052,11191.815316498161,10377.0,9562.184683501839,86.45530969519238,89.96678417172922,2346061.0,64.90021685373083,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,10720.0,9940.0,8642.5,8620.0,9990.0,83.82449246889318,9413.608300465292,293.58488866851155,49.60707298578069,10863.333333333334,10996.666666666668,10756.666666666668,11103.333333333334,10623.333333333334,132539.4,1444.85394
2023-06-27,10970.0,11020.0,10600.0,10820.0,118043.0,-0.642791551882461,1277.22526,125163710,26946470,4763440,-156873620,11644,2491,458,-14593,10884.0,10841.905311832017,10425.5,10415.790906521703,9280.166666666666,9674.007666365485,9178.25,9178.25,,,,,69.9406481259262,425.8499331434541,435.351717019331,-9.501783875876868,11224.38609951607,10425.5,9626.61390048393,79.26611570247933,85.2009234456937,2228018.0,65.29140710426013,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,10745.0,10050.0,8722.5,8620.0,10010.0,61.68243953732952,9427.090047826732,302.61453947790363,48.56744020476083,10813.333333333334,11026.666666666668,10606.666666666668,11233.333333333334,10393.333333333334,140613.0,1533.142392
2023-06-28,10850.0,10850.0,10460.0,10540.0,135671.0,-2.5878003696857674,1429.97234,-179452560,5265000,81973080,92214480,-17077,500,7744,8833,10842.0,10741.270207888012,10467.5,10427.620343995826,9317.666666666666,9702.40085763219,9186.916666666666,9200.75826446281,,,,,59.05511801536449,384.18236350081315,425.1178463156274,-40.935482814814236,11194.490371325508,10467.5,9740.509628674492,66.44520066979959,77.38887535582376,2092347.0,56.23016565153507,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,10785.0,10115.0,8722.5,8620.0,10450.0,-11.229946524064161,9439.218014402752,308.8563580866248,46.76931245429567,10616.666666666666,10773.333333333332,10383.333333333332,11006.666666666666,10226.666666666666,140526.0,1526.50896
2023-06-29,10450.0,10530.0,10340.0,10400.0,112113.0,-1.3282732447817838,1165.9752,71851920,-25530610,-350571400,304250090,6882,-2456,-33660,29234,10708.0,10627.513471925342,10507.5,10424.989835043843,9352.5,9725.272960660643,9196.916666666666,9220.580441909706,,,,,54.48864760765646,335.99059396881967,407.29239584626583,-71.30180187744617,11117.840069141786,10507.5,9897.159930858214,48.781288824069556,64.83086839878281,1980234.0,50.58304934096755,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,10730.0,10140.0,8865.0,8750.0,10460.0,-97.66302826756137,9447.792899881211,301.0809039375802,44.44912051674472,10423.333333333334,10506.666666666668,10316.666666666668,10613.333333333334,10233.333333333334,122224.2,1308.884892
2023-06-30,10400.0,10440.0,10200.0,10390.0,86733.0,-0.09615384615384616,901.15587,-46104430,-133520030,175870100,3754360,-4537,-13000,17024,513,10608.0,10548.342314616895,10523.0,10421.657469801572,9387.333333333334,9747.06728981931,9205.75,9239.90969080376,,,,,54.166458985905194,293.60683614211484,384.55528390543566,-90.94844776332081,11104.1746725383,10523.0,9941.8253274617,30.596476271668077,48.607655255179054,1893501.0,42.94385478682318,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,10660.0,10310.0,9100.0,8985.0,10160.0,-135.45793855871224,9454.253754441912,296.71798222775305,41.601916707230956,10343.333333333334,10486.666666666668,10246.666666666668,10583.333333333334,10103.333333333334,115419.0,1226.102964
2023-07-03,10400.0,10480.0,10310.0,10340.0,78608.0,-0.4812319538017324,812.80672,-6835550,-12804350,267089680,-247449780,-650,-1232,25701,-23819,10498.0,10478.894876411263,10536.5,10413.880567915709,9418.666666666666,9766.507706546545,9214.0,9258.093001699566,,,,,52.495070593025225,253.06563743296283,358.2573546109411,-105.19171717797826,11086.67360896357,10536.5,9986.32639103643,21.289855072463755,33.55587338940044,1814893.0,39.62703169445525,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,10660.0,10310.0,9100.0,8985.0,10080.0,-110.07532956685434,9459.724475823708,287.66669778291356,39.13150450799538,10376.666666666666,10443.333333333332,10273.333333333332,10546.666666666666,10206.666666666666,106233.6,1117.4270780000002
2023-07-04,10300.0,10440.0,10260.0,10390.0,83550.0,0.4835589941972921,868.0845,25082020,-20810000,106700170,-110972190,2435,-2000,10280,-10715,10412.0,10449.263250940841,10550.5,10411.606228114213,9447.5,9786.950076823707,9222.166666666666,9276.802208283045,,,,,54.02289431260739,222.40725511174242,331.08733471110133,-108.68007959935892,11069.941045740516,10550.5,10031.058954259484,18.84057971014492,23.575637018092227,1898443.0,40.500409297056386,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,10660.0,10310.0,9240.0,9125.0,10520.0,-107.32614831921897,9465.791627926292,279.9762193698483,36.584379484275196,10363.333333333334,10466.666666666668,10286.666666666668,10543.333333333334,10183.333333333334,99335.0,1035.5989260000001
2023-07-05,10390.0,10440.0,10090.0,10370.0,154517.0,-0.192492781520693,1602.34129,-228872810,-57425640,230115460,56182990,-22383,-5549,22250,5682,10378.0,10422.842167293895,10568.5,10407.643730198573,9476.5,9806.06646774752,9229.5,9294.871593270102,,,,,53.28468143060602,194.2571577932722,303.7212993275355,-109.46414153426332,11033.914868692438,10568.5,10103.085131307562,21.01801041226958,20.38281506495939,1743926.0,29.211613013060443,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,10605.0,10310.0,9295.0,9125.0,10610.0,-113.25203252032499,9476.567804525737,284.9779179862877,34.5225813496386,10300.0,10510.0,10160.0,10650.0,9950.0,103104.2,1070.0727160000001
2023-07-06,10390.0,10390.0,10190.0,10300.0,92202.0,-0.6750241080038573,949.6806,23751880,-21601370,18121290,-20271800,2320,-2087,1744,-1977,10358.0,10381.89477819593,10571.0,10397.391946370139,9504.666666666666,9822.261009788584,9237.083333333334,9311.485285943323,,,,,50.67464131453223,164.40443587375012,275.8579266367784,-111.4534907630283,11030.038124778324,10571.0,10111.961875221676,22.741663149008005,20.866751090474143,1651724.0,22.124114446738837,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,10555.0,10310.0,9320.0,9125.0,10520.0,-95.14279758182157,9482.382280032483,278.90806670155285,32.60805451033319,10293.333333333334,10396.666666666668,10196.666666666668,10493.333333333334,10093.333333333334,99122.0,1026.813796
2023-07-07,10300.0,10300.0,9990.0,10100.0,123131.0,-1.9417475728155338,1243.6231,57459750,0,-61548650,4088900,5671,0,-6102,431,10300.0,10287.929852130621,10564.5,10369.068903858697,9531.166666666666,9831.36720618896,9242.333333333334,9324.51858700211,,,,,44.037459632226046,123.18758039978093,245.32385738937893,-122.136276989598,11045.809671625244,10564.5,10083.190328374756,19.102442936105604,20.954038832461038,1528593.0,22.244569241048648,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,10505.0,10360.0,9342.5,9125.0,10580.0,-117.77992900935737,9488.151981262707,281.12891908001336,31.67789791480839,10130.0,10270.0,9960.0,10440.0,9820.0,106401.6,1095.307242
2023-07-10,10100.0,10150.0,9840.0,9840.0,104639.0,-2.5742574257425743,1029.64776,-155355560,-39409010,-19352250,214116820,-15692,-3935,-1931,21558,10200.0,10138.619901420414,10538.5,10318.681389205487,9551.166666666666,9831.650248608994,9246.0,9333.03894093596,,,,,37.21369747560656,68.75058445408104,210.00920280231935,-141.25861834823831,11109.088292904788,10538.5,9967.911707095212,10.040954262966446,17.29502011602666,1423954.0,17.25453716549354,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,10345.0,10480.0,9397.5,9125.0,9800.0,-139.91717376605797,9490.923262867442,283.1911391457267,31.35462668560604,9943.333333333334,10046.666666666668,9736.666666666668,10253.333333333334,9633.333333333334,111607.8,1138.6754500000002
2023-07-11,10080.0,10080.0,9750.0,9930.0,89808.0,0.9146341463414633,891.79344,-303083390,0,227620200,75463190,-30831,0,23156,7675,10108.0,10069.079934280277,10507.5,10281.66411404306,9572.0,9834.874830621813,9251.0,9342.906065879168,,,,,40.642414878447525,32.49652114102173,174.50666647005983,-142.0101453290381,11136.590613504923,10507.5,9878.409386495077,7.624399801907697,12.255932333659892,1513762.0,17.82961284475534,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,10140.0,10435.0,9435.0,9130.0,9660.0,-126.89857912787866,9493.871493590357,286.5346292067462,31.35266860715621,9920.0,10090.0,9760.0,10250.0,9590.0,112859.4,1143.417238
2023-07-12,9980.0,10020.0,9830.0,10000.0,81534.0,0.7049345417925479,815.34,-274455800,1046240,44786500,228623060,-27613,106,4438,23069,10034.0,10046.053289520185,10485.0,10254.838960324674,9594.166666666666,9840.288770601426,9256.5,9353.767122641495,,,,,43.23873971056579,9.306055341432511,141.46654424433436,-132.16048890290185,11151.768325582432,10485.0,9818.231674417568,10.462287104622854,9.375880389832309,1595296.0,10.383818575054633,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,10115.0,10435.0,9455.0,9135.0,9500.0,-112.49215317011948,9496.938157208317,279.63929854912146,31.350850391452802,9950.0,10070.0,9880.0,10140.0,9760.0,98262.8,986.01698
2023-07-13,10010.0,10200.0,10000.0,10000.0,67677.0,0.0,676.77,-111116350,-10030,165740190,-54613810,-11036,-1,16472,-5435,9974.0,10030.702193013456,10457.5,10230.568583150896,9614.666666666666,9845.5252043522,9262.916666666666,9364.448657804445,,,,,43.238739710565795,-8.96916493279059,111.37940240890937,-120.34856734169996,11155.894587607894,10457.5,9759.105412392106,17.023966894649103,11.70355126705986,1595296.0,15.358808866196009,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,10115.0,10435.0,9552.5,9135.0,9550.0,-72.36704900938535,9499.45554629891,273.9507772241842,30.248457055400674,10066.666666666666,10133.333333333332,9933.333333333332,10266.666666666666,9866.666666666666,93357.8,931.43486
2023-07-14,10000.0,10080.0,9920.0,10080.0,61914.0,0.8,624.09312,-36637110,-84456740,80472840,40621010,-3670,-8432,8046,4056,9970.0,10047.134795342305,10430.0,10216.228718088907,9637.666666666666,9853.21290257016,9270.5,9376.27595271677,,,,,46.34917060567087,-16.80337836777835,85.74284625357183,-102.54622462135018,11142.235915971667,10430.0,9717.764084028333,21.305822173688128,16.26402539098667,1657210.0,16.145271552458272,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,10095.0,10435.0,9607.5,9190.0,9420.0,-71.34801574635607,9502.101172879902,265.8114359938853,29.54417605258661,10026.666666666666,10133.333333333332,9973.333333333332,10186.666666666666,9866.666666666666,81114.4,807.5288640000001
2023-07-17,10130.0,10280.0,10000.0,10280.0,93975.0,1.984126984126984,966.063,25048080,-14357000,18851660,-29542740,2423,-1400,1840,-2863,10058.0,10124.756530228204,10407.0,10222.302173509011,9666.0,9867.205922158024,9279.75,9391.21354027517,,,,,53.246865111330436,-6.795387430884148,67.23519951668064,-74.03058694756479,11107.317071047108,10407.0,9706.682928952892,31.283703173466936,23.2044974139347,1751185.0,23.36271571726903,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,10095.0,10435.0,9627.5,9210.0,9330.0,-8.73440285205013,9507.444921113914,266.82490485146496,27.81326940901094,10186.666666666666,10373.333333333332,10093.333333333332,10466.666666666666,9906.666666666666,78981.6,794.811912
2023-07-18,10290.0,10290.0,9930.0,10000.0,142661.0,-2.7237354085603114,1426.61,-127024470,390071910,49170280,-312217720,-12673,38669,5039,-31035,10072.0,10083.171020152136,10369.0,10201.130537936724,9689.833333333334,9871.559826349565,9286.416666666666,9401.276126386325,,,,,44.60139394298116,-21.213110914162826,49.54553743051194,-70.75864834467477,11071.051280178308,10369.0,9666.948719821692,35.405784067201374,29.331769804785456,1608524.0,23.368236111527143,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,10070.0,10435.0,9662.5,9235.0,9720.0,-41.960183767227484,9512.528447451947,273.48026879064605,26.51087372872266,10073.333333333334,10216.666666666668,9856.666666666668,10433.333333333334,9713.333333333334,89552.2,901.775224
2023-07-19,10080.0,10360.0,9950.0,10230.0,136784.0,2.3,1399.30032,-111073840,-65418600,-219193910,395686350,-10907,-6447,-21513,38867,10118.0,10132.114013434757,10343.0,10203.880010514178,9718.833333333334,9883.311963190563,9294.916666666666,9414.974041652667,,,,,51.55903328080149,-13.919724914861945,36.85248496143716,-50.77220987629911,11024.912017785286,10343.0,9661.087982214714,48.66217496354481,38.45055406807102,1745308.0,32.807165720113765,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,10055.0,10435.0,9777.5,9385.0,9570.0,12.643678160919077,9519.558661306513,283.23167816274275,24.93913620362438,10180.0,10410.0,10000.0,10590.0,9770.0,100602.2,1018.567288
2023-07-20,10230.0,10350.0,10140.0,10160.0,60569.0,-0.6842619745845552,615.38104,-158755290,41635000,166783090,-49662800,-15571,4100,16354,-4883,10150.0,10141.409342289839,10297.5,10199.700961893781,9747.333333333334,9892.383702102348,9302.333333333334,9427.288520303036,,,,,49.52056682231766,-13.630949845153737,26.755798000118983,-40.38674784527272,10895.592802163677,10297.5,9699.407197836323,51.32303009015336,45.1303297069665,1684739.0,37.90863866149066,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,10055.0,10435.0,9802.5,9415.0,9610.0,37.146371463713486,9522.325462977493,278.00084400826114,23.479665644604548,10216.666666666666,10293.333333333332,10083.333333333332,10426.666666666666,10006.666666666666,99180.6,1006.2894960000001
2023-07-21,10210.0,10490.0,10180.0,10250.0,100507.0,0.8858267716535433,1030.19675,-104415300,1040000,-68980660,172355960,-10091,100,-6587,16578,10184.0,10177.606228193226,10265.5,10204.491346475326,9778.666666666666,9904.108826623582,9310.333333333334,9440.887057157532,,,,,52.14053374128875,-6.069875931905699,20.190663213714046,-26.260539145619745,10798.28419646232,10265.5,9732.71580353768,63.16179192891519,54.38233232753777,1785246.0,38.87559234057271,11070.0,9807.4,9026.3,8395.0,7763.7,5720.0,10120.0,10435.0,9885.0,9430.0,9620.0,89.69929622520675,9527.50486362964,281.7150694362425,22.204529054129836,10306.666666666666,10433.333333333332,10123.333333333332,10616.666666666666,9996.666666666666,106899.2,1087.510222
